dataset_id,attribute_profile,dataset_points,plaintext_bytes,encrypted_bytes,operation,iteration,elapsed_nanoseconds,elapsed_seconds
field-250-rich,rich,250,835751,563318,mask_core,4,9040885,0.009040885
field-250-rich,rich,250,835751,563318,mask_core,5,8851385,0.008851385
field-250-rich,rich,250,835751,563318,mask_core_plus_spruill,1,21429115,0.021429115
field-250-rich,rich,250,835751,563318,mask_core_plus_spruill,2,21396000,0.021396000
field-250-rich,rich,250,835751,563318,mask_core_plus_spruill,3,21229000,0.021229000
field-250-rich,rich,250,835751,563318,mask_core_plus_spruill,4,22112539,0.022112539
field-250-rich,rich,250,835751,563318,mask_core_plus_spruill,5,21364501,0.021364501
field-250-rich,rich,250,835751,563318,mask_workflow_total,1,1455509653,1.455509653
field-250-rich,rich,250,835751,563318,mask_workflow_total,2,1428042153,1.428042153
field-250-rich,rich,250,835751,563318,mask_workflow_total,3,1477167768,1.477167768
field-250-rich,rich,250,835751,563318,mask_workflow_total,4,1430754691,1.430754691
field-250-rich,rich,250,835751,563318,mask_workflow_total,5,1430316884,1.430316884
field-250-rich,rich,250,835751,563318,openpgp_encrypt_signed_one_recipient,1,2820377113,2.820377113
field-250-rich,rich,250,835751,563318,openpgp_encrypt_signed_one_recipient,2,2798237575,2.798237575
field-250-rich,rich,250,835751,563318,openpgp_encrypt_signed_one_recipient,3,2789956267,2.789956267
field-250-rich,rich,250,835751,563318,openpgp_encrypt_signed_one_recipient,4,2805369498,2.805369498
field-250-rich,rich,250,835751,563318,openpgp_encrypt_signed_one_recipient,5,2804778613,2.804778613
field-250-rich,rich,250,835751,563318,openpgp_decrypt_verify,1,2630787267,2.630787267
field-250-rich,rich,250,835751,563318,openpgp_decrypt_verify,2,2618748498,2.618748498
field-250-rich,rich,250,835751,563318,openpgp_decrypt_verify,3,2616474614,2.616474614
field-250-rich,rich,250,835751,563318,openpgp_decrypt_verify,4,2643469383,2.643469383
field-250-rich,rich,250,835751,563318,openpgp_decrypt_verify,5,2637774690,2.637774690
field-250-typical,typical,250,203754,69363,mask_core,1,14496000,0.014496000
field-250-typical,typical,250,203754,69363,mask_core,2,12519270,0.012519270
field-250-typical,typical,250,203754,69363,mask_core,3,12535000,0.012535000
field-250-typical,typical,250,203754,69363,mask_core,4,12612538,0.012612538
field-250-typical,typical,250,203754,69363,mask_core,5,12637077,0.012637077
field-250-typical,typical,250,203754,69363,mask_core_plus_spruill,1,142837884,0.142837884
field-250-typical,typical,250,203754,69363,mask_core_plus_spruill,2,121308731,0.121308731
field-250-typical,typical,250,203754,69363,mask_core_plus_spruill,3,78334270,0.078334270
field-250-typical,typical,250,203754,69363,mask_core_plus_spruill,4,78013653,0.078013653
field-250-typical,typical,250,203754,69363,mask_core_plus_spruill,5,58608500,0.058608500
field-250-typical,typical,250,203754,69363,mask_workflow_total,1,1993956114,1.993956114
field-250-typical,typical,250,203754,69363,mask_workflow_total,2,1878473998,1.878473998
field-250-typical,typical,250,203754,69363,mask_workflow_total,3,1753966768,1.753966768
field-250-typical,typical,250,203754,69363,mask_workflow_total,4,1716347806,1.716347806
field-250-typical,typical,250,203754,69363,mask_workflow_total,5,1636554268,1.636554268
field-250-typical,typical,250,203754,69363,openpgp_encrypt_signed_one_recipient,1,2411108883,2.411108883
field-250-typical,typical,250,203754,69363,openpgp_encrypt_signed_one_recipient,2,2399696114,2.399696114
field-250-typical,typical,250,203754,69363,openpgp_encrypt_signed_one_recipient,3,2423236691,2.423236691
field-250-typical,typical,250,203754,69363,openpgp_encrypt_signed_one_recipient,4,2417739690,2.417739690
field-250-typical,typical,250,203754,69363,openpgp_encrypt_signed_one_recipient,5,2411547383,2.411547383
field-250-typical,typical,250,203754,69363,openpgp_decrypt_verify,1,2364886306,2.364886306
field-250-typical,typical,250,203754,69363,openpgp_decrypt_verify,2,2360218113,2.360218113
field-250-typical,typical,250,203754,69363,openpgp_decrypt_verify,3,2359949268,2.359949268
field-250-typical,typical,250,203754,69363,openpgp_decrypt_verify,4,2368243421,2.368243421
field-250-typical,typical,250,203754,69363,openpgp_decrypt_verify,5,2364182883,2.364182883
field-500-rich,rich,500,1671669,1124967,mask_core,1,16394346,0.016394346
field-500-rich,rich,500,1671669,1124967,mask_core,2,16351269,0.016351269
field-500-rich,rich,500,1671669,1124967,mask_core,3,16298154,0.016298154
field-500-rich,rich,500,1671669,1124967,mask_core,4,16338769,0.016338769
field-500-rich,rich,500,1671669,1124967,mask_core,5,16374077,0.016374077
field-500-rich,rich,500,1671669,1124967,mask_core_plus_spruill,1,42270769,0.042270769
field-500-rich,rich,500,1671669,1124967,mask_core_plus_spruill,2,42156307,0.042156307
field-500-rich,rich,500,1671669,1124967,mask_core_plus_spruill,3,41910846,0.041910846
field-500-rich,rich,500,1671669,1124967,mask_core_plus_spruill,4,41917076,0.041917076
field-500-rich,rich,500,1671669,1124967,mask_core_plus_spruill,5,41986154,0.041986154
field-500-rich,rich,500,1671669,1124967,mask_workflow_total,1,2830202536,2.830202536
field-500-rich,rich,500,1671669,1124967,mask_workflow_total,2,2771522074,2.771522074
field-500-rich,rich,500,1671669,1124967,mask_workflow_total,3,2771384037,2.771384037
field-500-rich,rich,500,1671669,1124967,mask_workflow_total,4,2793656652,2.793656652
field-500-rich,rich,500,1671669,1124967,mask_workflow_total,5,2791790113,2.791790113
field-500-rich,rich,500,1671669,1124967,openpgp_encrypt_signed_one_recipient,1,3366755036,3.366755036
field-500-rich,rich,500,1671669,1124967,openpgp_encrypt_signed_one_recipient,2,3359486536,3.359486536
field-500-rich,rich,500,1671669,1124967,openpgp_encrypt_signed_one_recipient,3,3365030882,3.365030882
field-500-rich,rich,500,1671669,1124967,openpgp_encrypt_signed_one_recipient,4,3294108036,3.294108036
field-500-rich,rich,500,1671669,1124967,openpgp_encrypt_signed_one_recipient,5,3299449190,3.299449190
field-500-rich,rich,500,1671669,1124967,openpgp_decrypt_verify,1,2936205652,2.936205652
field-500-rich,rich,500,1671669,1124967,openpgp_decrypt_verify,2,2936645651,2.936645651
field-500-rich,rich,500,1671669,1124967,openpgp_decrypt_verify,3,2922608152,2.922608152
field-500-rich,rich,500,1671669,1124967,openpgp_decrypt_verify,4,2920124844,2.920124844
field-500-rich,rich,500,1671669,1124967,openpgp_decrypt_verify,5,2926608767,2.926608767
field-500-typical,typical,500,407672,136733,mask_core,1,17623270,0.017623270
field-500-typical,typical,500,407672,136733,mask_core,2,17606346,0.017606346
field-500-typical,typical,500,407672,136733,mask_core,3,18006653,0.018006653
field-500-typical,typical,500,407672,136733,mask_core,4,17590231,0.017590231
field-500-typical,typical,500,407672,136733,mask_core,5,17503923,0.017503923
field-500-typical,typical,500,407672,136733,mask_core_plus_spruill,1,46819885,0.046819885
field-500-typical,typical,500,407672,136733,mask_core_plus_spruill,2,46489539,0.046489539
field-500-typical,typical,500,407672,136733,mask_core_plus_spruill,3,49327884,0.049327884
field-500-typical,typical,500,407672,136733,mask_core_plus_spruill,4,46670770,0.046670770
field-500-typical,typical,500,407672,136733,mask_core_plus_spruill,5,46763885,0.046763885
field-500-typical,typical,500,407672,136733,mask_workflow_total,1,2752724575,2.752724575
field-500-typical,typical,500,407672,136733,mask_workflow_total,2,3260502382,3.260502382
field-500-typical,typical,500,407672,136733,mask_workflow_total,3,3171644190,3.171644190
field-500-typical,typical,500,407672,136733,mask_workflow_total,4,2871590152,2.871590152
field-500-typical,typical,500,407672,136733,mask_workflow_total,5,2741854421,2.741854421
field-500-typical,typical,500,407672,136733,openpgp_encrypt_signed_one_recipient,1,2491073075,2.491073075
field-500-typical,typical,500,407672,136733,openpgp_encrypt_signed_one_recipient,2,2491651306,2.491651306
field-500-typical,typical,500,407672,136733,openpgp_encrypt_signed_one_recipient,3,2495149614,2.495149614
field-500-typical,typical,500,407672,136733,openpgp_encrypt_signed_one_recipient,4,2489861652,2.489861652
field-500-typical,typical,500,407672,136733,openpgp_encrypt_signed_one_recipient,5,2503767767,2.503767767
field-500-typical,typical,500,407672,136733,openpgp_decrypt_verify,1,2421052690,2.421052690
field-500-typical,typical,500,407672,136733,openpgp_decrypt_verify,2,2409410460,2.409410460
field-500-typical,typical,500,407672,136733,openpgp_decrypt_verify,3,2437971113,2.437971113
field-500-typical,typical,500,407672,136733,openpgp_decrypt_verify,4,2419169344,2.419169344
field-500-typical,typical,500,407672,136733,openpgp_decrypt_verify,5,2413329575,2.413329575
field-1000-rich,rich,1000,3343497,2248171,mask_core,1,41308500,0.041308500
field-1000-rich,rich,1000,3343497,2248171,mask_core,2,35700154,0.035700154
field-1000-rich,rich,1000,3343497,2248171,mask_core,3,35787807,0.035787807
field-1000-rich,rich,1000,3343497,2248171,mask_core,4,35914308,0.035914308
field-1000-rich,rich,1000,3343497,2248171,mask_core,5,35459462,0.035459462
field-1000-rich,rich,1000,3343497,2248171,mask_core_plus_spruill,1,130545116,0.130545116
field-1000-rich,rich,1000,3343497,2248171,mask_core_plus_spruill,2,123676808,0.123676808
field-1000-rich,rich,1000,3343497,2248171,mask_core_plus_spruill,3,120872615,0.120872615
field-1000-rich,rich,1000,3343497,2248171,mask_core_plus_spruill,4,120117154,0.120117154
field-1000-rich,rich,1000,3343497,2248171,mask_core_plus_spruill,5,119983539,0.119983539
field-1000-rich,rich,1000,3343497,2248171,mask_workflow_total,1,6006319380,6.006319380
field-1000-rich,rich,1000,3343497,2248171,mask_workflow_total,2,5952813649,5.952813649
field-1000-rich,rich,1000,3343497,2248171,mask_workflow_total,3,5960470919,5.960470919
field-1000-rich,rich,1000,3343497,2248171,mask_workflow_total,4,5961582573,5.961582573
field-1000-rich,rich,1000,3343497,2248171,mask_workflow_total,5,5927937957,5.927937957
field-1000-rich,rich,1000,3343497,2248171,openpgp_encrypt_signed_one_recipient,1,4237261035,4.237261035
field-1000-rich,rich,1000,3343497,2248171,openpgp_encrypt_signed_one_recipient,2,4241040535,4.241040535
field-1000-rich,rich,1000,3343497,2248171,openpgp_encrypt_signed_one_recipient,3,4225939304,4.225939304
field-1000-rich,rich,1000,3343497,2248171,openpgp_encrypt_signed_one_recipient,4,7830673867,7.830673867
field-1000-rich,rich,1000,3343497,2248171,openpgp_encrypt_signed_one_recipient,5,4226137459,4.226137459
field-1000-rich,rich,1000,3343497,2248171,openpgp_decrypt_verify,1,3516231074,3.516231074
field-1000-rich,rich,1000,3343497,2248171,openpgp_decrypt_verify,2,3526877959,3.526877959
field-1000-rich,rich,1000,3343497,2248171,openpgp_decrypt_verify,3,3521770767,3.521770767
field-1000-rich,rich,1000,3343497,2248171,openpgp_decrypt_verify,4,3508675498,3.508675498
field-1000-rich,rich,1000,3343497,2248171,openpgp_decrypt_verify,5,3522868113,3.522868113
field-1000-typical,typical,1000,815500,271542,mask_core,1,35641962,0.035641962
field-1000-typical,typical,1000,815500,271542,mask_core,2,37946423,0.037946423
field-1000-typical,typical,1000,815500,271542,mask_core,3,854945539,0.854945539
field-1000-typical,typical,1000,815500,271542,mask_core,4,37696462,0.037696462
field-1000-typical,typical,1000,815500,271542,mask_core,5,861389384,0.861389384
field-1000-typical,typical,1000,815500,271542,mask_core_plus_spruill,1,120753962,0.120753962
field-1000-typical,typical,1000,815500,271542,mask_core_plus_spruill,2,137569923,0.137569923
field-1000-typical,typical,1000,815500,271542,mask_core_plus_spruill,3,949329693,0.949329693
field-1000-typical,typical,1000,815500,271542,mask_core_plus_spruill,4,539249154,0.539249154
field-1000-typical,typical,1000,815500,271542,mask_core_plus_spruill,5,946768191,0.946768191
field-1000-typical,typical,1000,815500,271542,mask_workflow_total,1,5668730458,5.668730458
field-1000-typical,typical,1000,815500,271542,mask_workflow_total,2,6055128073,6.055128073
field-1000-typical,typical,1000,815500,271542,mask_workflow_total,3,30949471115,30.949471115
field-1000-typical,typical,1000,815500,271542,mask_workflow_total,4,28033322000,28.033322000
field-1000-typical,typical,1000,815500,271542,mask_workflow_total,5,38122963116,38.122963116
field-1000-typical,typical,1000,815500,271542,openpgp_encrypt_signed_one_recipient,1,2675107075,2.675107075
field-1000-typical,typical,1000,815500,271542,openpgp_encrypt_signed_one_recipient,2,2680391998,2.680391998
field-1000-typical,typical,1000,815500,271542,openpgp_encrypt_signed_one_recipient,3,2694708113,2.694708113
field-1000-typical,typical,1000,815500,271542,openpgp_encrypt_signed_one_recipient,4,2683455921,2.683455921
field-1000-typical,typical,1000,815500,271542,openpgp_encrypt_signed_one_recipient,5,2692986575,2.692986575
field-1000-typical,typical,1000,815500,271542,openpgp_decrypt_verify,1,2516184575,2.516184575
field-1000-typical,typical,1000,815500,271542,openpgp_decrypt_verify,2,2519452191,2.519452191
field-1000-typical,typical,1000,815500,271542,openpgp_decrypt_verify,3,2528969998,2.528969998
field-1000-typical,typical,1000,815500,271542,openpgp_decrypt_verify,4,2515856460,2.515856460
field-1000-typical,typical,1000,815500,271542,openpgp_decrypt_verify,5,2526643459,2.526643459
field-2000-rich,rich,2000,6689143,4494540,mask_core,1,70195731,0.070195731
field-2000-rich,rich,2000,6689143,4494540,mask_core,2,69974577,0.069974577
field-2000-rich,rich,2000,6689143,4494540,mask_core,3,69949692,0.069949692
field-2000-rich,rich,2000,6689143,4494540,mask_core,4,70063076,0.070063076
field-2000-rich,rich,2000,6689143,4494540,mask_core,5,70239615,0.070239615
field-2000-rich,rich,2000,6689143,4494540,mask_core_plus_spruill,1,254342385,0.254342385
field-2000-rich,rich,2000,6689143,4494540,mask_core_plus_spruill,2,246887846,0.246887846
field-2000-rich,rich,2000,6689143,4494540,mask_core_plus_spruill,3,198725231,0.198725231
field-2000-rich,rich,2000,6689143,4494540,mask_core_plus_spruill,4,197649499,0.197649499
field-2000-rich,rich,2000,6689143,4494540,mask_core_plus_spruill,5,200227307,0.200227307
field-2000-rich,rich,2000,6689143,4494540,mask_workflow_total,1,11627930992,11.627930992
field-2000-rich,rich,2000,6689143,4494540,mask_workflow_total,2,11608341646,11.608341646
field-2000-rich,rich,2000,6689143,4494540,mask_workflow_total,3,11473524453,11.473524453
field-2000-rich,rich,2000,6689143,4494540,mask_workflow_total,4,11517434992,11.517434992
field-2000-rich,rich,2000,6689143,4494540,mask_workflow_total,5,11453871761,11.453871761
field-2000-rich,rich,2000,6689143,4494540,openpgp_encrypt_signed_one_recipient,1,6141558149,6.141558149
field-2000-rich,rich,2000,6689143,4494540,openpgp_encrypt_signed_one_recipient,2,6119240996,6.119240996
field-2000-rich,rich,2000,6689143,4494540,openpgp_encrypt_signed_one_recipient,3,6148611573,6.148611573
field-2000-rich,rich,2000,6689143,4494540,openpgp_encrypt_signed_one_recipient,4,6143859496,6.143859496
field-2000-rich,rich,2000,6689143,4494540,openpgp_encrypt_signed_one_recipient,5,6133051880,6.133051880
field-2000-rich,rich,2000,6689143,4494540,openpgp_decrypt_verify,1,4677293919,4.677293919
field-2000-rich,rich,2000,6689143,4494540,openpgp_decrypt_verify,2,4688091958,4.688091958
field-2000-rich,rich,2000,6689143,4494540,openpgp_decrypt_verify,3,4686374497,4.686374497
field-2000-rich,rich,2000,6689143,4494540,openpgp_decrypt_verify,4,4686122497,4.686122497
field-2000-rich,rich,2000,6689143,4494540,openpgp_decrypt_verify,5,4698041266,4.698041266
field-2000-typical,typical,2000,1633146,541087,mask_core,1,66236615,0.066236615
field-2000-typical,typical,2000,1633146,541087,mask_core,2,64804653,0.064804653
field-2000-typical,typical,2000,1633146,541087,mask_core,3,64679231,0.064679231
field-2000-typical,typical,2000,1633146,541087,mask_core,4,65043115,0.065043115
field-2000-typical,typical,2000,1633146,541087,mask_core,5,66264193,0.066264193
field-2000-typical,typical,2000,1633146,541087,mask_core_plus_spruill,1,180312615,0.180312615
field-2000-typical,typical,2000,1633146,541087,mask_core_plus_spruill,2,178614884,0.178614884
field-2000-typical,typical,2000,1633146,541087,mask_core_plus_spruill,3,178720500,0.178720500
field-2000-typical,typical,2000,1633146,541087,mask_core_plus_spruill,4,180733653,0.180733653
field-2000-typical,typical,2000,1633146,541087,mask_core_plus_spruill,5,184945655,0.184945655
field-2000-typical,typical,2000,1633146,541087,mask_workflow_total,1,10791337800,10.791337800
field-2000-typical,typical,2000,1633146,541087,mask_workflow_total,2,10824773146,10.824773146
field-2000-typical,typical,2000,1633146,541087,mask_workflow_total,3,10948117454,10.948117454
field-2000-typical,typical,2000,1633146,541087,mask_workflow_total,4,10737652569,10.737652569
field-2000-typical,typical,2000,1633146,541087,mask_workflow_total,5,10805151262,10.805151262
field-2000-typical,typical,2000,1633146,541087,openpgp_encrypt_signed_one_recipient,1,3072135190,3.072135190
field-2000-typical,typical,2000,1633146,541087,openpgp_encrypt_signed_one_recipient,2,3044596690,3.044596690
field-2000-typical,typical,2000,1633146,541087,openpgp_encrypt_signed_one_recipient,3,3059531998,3.059531998
field-2000-typical,typical,2000,1633146,541087,openpgp_encrypt_signed_one_recipient,4,3061188344,3.061188344
field-2000-typical,typical,2000,1633146,541087,openpgp_encrypt_signed_one_recipient,5,3068852228,3.068852228
field-2000-typical,typical,2000,1633146,541087,openpgp_decrypt_verify,1,2740311959,2.740311959
field-2000-typical,typical,2000,1633146,541087,openpgp_decrypt_verify,2,2731244883,2.731244883
field-2000-typical,typical,2000,1633146,541087,openpgp_decrypt_verify,3,2733384614,2.733384614
field-2000-typical,typical,2000,1633146,541087,openpgp_decrypt_verify,4,2718682614,2.718682614
field-2000-typical,typical,2000,1633146,541087,openpgp_decrypt_verify,5,2734810190,2.734810190
