dataset_id,attribute_profile,dataset_points,plaintext_bytes,encrypted_bytes,operation,iteration,elapsed_nanoseconds,elapsed_seconds
field-50-rich,rich,50,167115,114009,mask_core,1,1808500,0.001808500
field-50-rich,rich,50,167115,114009,mask_core,2,1945731,0.001945731
field-50-rich,rich,50,167115,114009,mask_core,3,1807384,0.001807384
field-50-rich,rich,50,167115,114009,mask_core,4,1802962,0.001802962
field-50-rich,rich,50,167115,114009,mask_core,5,1988115,0.001988115
field-50-rich,rich,50,167115,114009,mask_core_plus_spruill,1,4114308,0.004114308
field-50-rich,rich,50,167115,114009,mask_core_plus_spruill,2,4155193,0.004155193
field-50-rich,rich,50,167115,114009,mask_core_plus_spruill,3,4049499,0.004049499
field-50-rich,rich,50,167115,114009,mask_core_plus_spruill,4,4049346,0.004049346
field-50-rich,rich,50,167115,114009,mask_core_plus_spruill,5,4111768,0.004111768
field-50-rich,rich,50,167115,114009,mask_workflow_total,1,314742808,0.314742808
field-50-rich,rich,50,167115,114009,mask_workflow_total,2,333096846,0.333096846
field-50-rich,rich,50,167115,114009,mask_workflow_total,3,338420154,0.338420154
field-50-rich,rich,50,167115,114009,mask_workflow_total,4,313030692,0.313030692
field-50-rich,rich,50,167115,114009,mask_workflow_total,5,317707807,0.317707807
field-50-rich,rich,50,167115,114009,openpgp_encrypt_signed_one_recipient,1,2415090229,2.415090229
field-50-rich,rich,50,167115,114009,openpgp_encrypt_signed_one_recipient,2,2406619499,2.406619499
field-50-rich,rich,50,167115,114009,openpgp_encrypt_signed_one_recipient,3,2416700383,2.416700383
field-50-rich,rich,50,167115,114009,openpgp_encrypt_signed_one_recipient,4,2428603768,2.428603768
field-50-rich,rich,50,167115,114009,openpgp_encrypt_signed_one_recipient,5,2411541537,2.411541537
field-50-rich,rich,50,167115,114009,openpgp_decrypt_verify,1,2375058806,2.375058806
field-50-rich,rich,50,167115,114009,openpgp_decrypt_verify,2,2375201383,2.375201383
field-50-rich,rich,50,167115,114009,openpgp_decrypt_verify,3,2384840536,2.384840536
field-50-rich,rich,50,167115,114009,openpgp_decrypt_verify,4,2387120229,2.387120229
field-50-rich,rich,50,167115,114009,openpgp_decrypt_verify,5,2387980383,2.387980383
field-50-typical,typical,50,40718,15484,mask_core,1,1933846,0.001933846
field-50-typical,typical,50,40718,15484,mask_core,2,1910538,0.001910538
field-50-typical,typical,50,40718,15484,mask_core,3,1901462,0.001901462
field-50-typical,typical,50,40718,15484,mask_core,4,1851885,0.001851885
field-50-typical,typical,50,40718,15484,mask_core,5,1845769,0.001845769
field-50-typical,typical,50,40718,15484,mask_core_plus_spruill,1,5808769,0.005808769
field-50-typical,typical,50,40718,15484,mask_core_plus_spruill,2,5290230,0.005290230
field-50-typical,typical,50,40718,15484,mask_core_plus_spruill,3,5348385,0.005348385
field-50-typical,typical,50,40718,15484,mask_core_plus_spruill,4,5357231,0.005357231
field-50-typical,typical,50,40718,15484,mask_core_plus_spruill,5,5328654,0.005328654
field-50-typical,typical,50,40718,15484,mask_workflow_total,1,345814884,0.345814884
field-50-typical,typical,50,40718,15484,mask_workflow_total,2,318592384,0.318592384
field-50-typical,typical,50,40718,15484,mask_workflow_total,3,336654461,0.336654461
field-50-typical,typical,50,40718,15484,mask_workflow_total,4,320420153,0.320420153
field-50-typical,typical,50,40718,15484,mask_workflow_total,5,321646000,0.321646000
field-50-typical,typical,50,40718,15484,openpgp_encrypt_signed_one_recipient,1,2347602921,2.347602921
field-50-typical,typical,50,40718,15484,openpgp_encrypt_signed_one_recipient,2,2344149960,2.344149960
field-50-typical,typical,50,40718,15484,openpgp_encrypt_signed_one_recipient,3,2349452691,2.349452691
field-50-typical,typical,50,40718,15484,openpgp_encrypt_signed_one_recipient,4,2332146460,2.332146460
field-50-typical,typical,50,40718,15484,openpgp_encrypt_signed_one_recipient,5,2336899883,2.336899883
field-50-typical,typical,50,40718,15484,openpgp_decrypt_verify,1,2319184383,2.319184383
field-50-typical,typical,50,40718,15484,openpgp_decrypt_verify,2,2326763114,2.326763114
field-50-typical,typical,50,40718,15484,openpgp_decrypt_verify,3,2319344075,2.319344075
field-50-typical,typical,50,40718,15484,openpgp_decrypt_verify,4,2320615267,2.320615267
field-50-typical,typical,50,40718,15484,openpgp_decrypt_verify,5,2318487152,2.318487152
field-250-rich,rich,250,835751,563318,mask_core,1,8969230,0.008969230
field-250-rich,rich,250,835751,563318,mask_core,2,9016270,0.009016270
field-250-rich,rich,250,835751,563318,mask_core,3,8868885,0.008868885
